"DateAddedToCart","Source","ASIN","ProductName","CartDomain","CartList","Quantity","OneClickBuyable","ToBeGiftWrapped","PrimeSubscription","Pantry","AddOn"
"2023-05-22T02:42:24.190Z","Retail","B07SPYD4MW","Amazon Basics Sturdy Foldable Plastic Chair, Portable, 350-Pound Capacity, White, 6-Pack [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-05-15T16:10:02.584Z","Retail","B07T9265QZ","AC Infinity AIRLIFT T16, Shutter Exhaust Fan 16"" with WiFi Temperature Humidity Controller, EC-Motor Wall Mount Ventilation and Cooling for Sheds, Attics, Workshops, and Greenhouses [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-05-01T14:57:09.076Z","Retail","B0007LQ3RQ","Squirrel Buster Plus Squirrel-proof Bird Feeder w/Cardinal Ring and 6 Feeding Ports, 5.1-pound Seed Capacity, Adjustable, Pole-mountable (POLE ADAPTOR SOLD SEPARATELY), Green [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-04-30T23:42:39.767Z","Retail","B099X5TYZH","FilterTime RV FT-616 RV Air Filter 6”x16” AC Filter Replacement for Coleman Mach (2 filters per pack) MERV 6 Replaces Original Air Filter [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-03-25T15:19:53.482Z","Retail","B01LWT246J","ZINUS Dachelle Upholstered Platform Bed Frame, Mattress Foundation, Wood Slat Support, No Box Spring Needed, Easy Assembly, Dark Grey, Queen [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-03-25T15:13:13.955Z","Retail","B08H5KNY7B","Panda Mattress Topper (Full) [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-03-25T15:07:58.497Z","Retail","B09NB8LG5P","Novilla Queen Mattress,12 Inch Gel Memory Foam Hybrid Mattress in a Box with Individual Pocket Springs, Motion Isolation & Pressure Relief, Medium Firm Queen Size Bed Mattresses, vigour [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-03-14T22:26:41.137Z","Retail","B08XW3Q4V8","15 Inch Chess Set, Magnetic Chess Borad Classic Chess Game Set with Pieces Storage for Family Game Night Ideal Chiristams Gift for Families [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-03-14T22:14:23.513Z","Retail","B07CVWVR5Z","Ruibo Magnetic Ironing Mat Blanket,Iron Board Alternative Cover/Quilted Washer Dryer Heat Resistant Pad/Portable Cover/Mat Grey 33""X 18"" [Product name associated with ASIN]","Not Applicable","saved","2","Yes","No","No","No","No"
"2023-03-13T21:47:28.506Z","Retail","B01I35OR8Y","DOZYANT 1lb Propane Adapter for Disposable Throwaway Cylinder, 1 lb to 20 lb Propane Tank Adapter,Connector Appliance Designed for 20 or 30 Pound LP Gas Steel Bottle or BBQ Grill Propane Tree [Product name associated with ASIN]","Not Applicable","saved","2","Yes","No","No","No","No"
"2023-03-13T18:29:04.100Z","Retail","B07F9LCYRT","Flame King Refillable 1LB Empty Propane Cylinder Tank with Refill Kit and CGA600 Connection - Reusable, Safe and Legal Refill Option, DOT Compliant [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-03-04T02:19:42.342Z","Retail","B0BBFKP6DS","Kueehuo Somre's Station, Farmhouse S'mores Bar Holder with Handles - S'mores Accessories Organizer for S'mores Supplies and Kit - Serving Tray for S'mores Maker (Black) [Product name associated with ASIN]","Not Applicable","saved","1","Yes","Yes","No","No","No"
"2023-02-28T17:40:26.004Z","Retail","B0716BRLT1","MRCOOL COMFORT MADE SIMPLE 852895007318 MrCool LineGuard 4.5"" Line Set Cover-12 ft, [IM] Gray/Silver [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-02-17T04:27:32.599Z","Retail","B00009YJSJ","Conair Wall-Mount Hair Dryer, 1600W Blow Dryer with LED Nightlight, 2 Heat 2 Speed Settings, White [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-02-15T04:45:37.337Z","Retail","B07PC2TNH8","ASURION 2 Year Camera Protection Plan ($150 - $174.99) [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-02-15T03:51:34.907Z","Retail","B092428DGS","Outdoor TV Cover 41-43 Inches, HOMEYA 600D Heavy Duty Waterproof & Weatherproof TV Screen Protector with Double Zipper, Velcro Seal, Fits Most TV Mounts and Stands, for Outside LED LCD Flat Screen TVs [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2023-01-11T22:16:11.584Z","Retail","B09JKFV21J","ZFProcess Artificial Flowers Hanging Basket with Begonia Silk Flowers for Outdoor/Indoor, Artificial Geranium Flowers in 12'' Basket for Patio Lawn Garden Summer Decoration(Red) [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-01-11T22:15:54.338Z","Retail","B09JKFJ5X8","ZFProcess Artificial Flowers Hanging Basket with Begonia Silk Flowers for Outdoor/Indoor, Artificial Geranium Flowers in 12'' Basket for Patio Lawn Garden Summer Decoration(Purple) [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2023-01-02T18:00:34.835Z","Retail","B07NSS1X4V","Two Rivers Coffee Ice Cream Flavored Coffee Pods, Variety Sampler Pack for Keurig 2.0 K Cup Brewers, 40 Count [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2022-12-12T17:24:16.104Z","Retail","B08HVPHDDQ","PicassoTiles 150 Piece Race Car Track Building Block Educational Toy Set Magnet Tile Magnetic Blocks Playset 4 Cars Early STEM Learning Construction Kit Hand-Eye Fine Motor Skill Brain Training PTR150 [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2022-12-09T17:08:03.593Z","Retail","B08YRZ736N","Zink 2""x3"" Premium Instant Photo Paper (20 Pack) Compatible with Polaroid Snap, Snap Touch, Zip and Mint Cameras and Printers [Product name associated with ASIN]","Not Applicable","saved","4","Yes","No","No","No","No"
"2022-11-15T21:10:37.077Z","Retail","B07WCQZG5T","Briza Infrared Electric Patio Heater - Indoor/Outdoor Heater - Portable Wall/Garage Heater - 1500W - use with Stand - Mount to Ceiling/Wall) [Product name associated with ASIN]","Not Applicable","saved","1","Yes","No","No","No","No"
"2022-10-09T23:58:34.478Z","Retail","B085RJCLT5","Kingole Flannel Fleece Luxury Throw Blanket, Light Blue Queen Size Jacquard Weave Pattern Cozy Couch/Bed Super Soft and Warm Plush Microfiber 350GSM (90 x 90 inches) [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
"2022-10-04T14:01:59.071Z","Retail","B007ETDEJE","Lighthouse Dolphin Anchor Starfish Seahorse Shell Cast Iron Nautical Hooks Set [Product name associated with ASIN]","Not Applicable","saved","1","No","No","No","No","No"
